grammar_point_id,level_min,level_max,row_order,category_zh,category_en,category_name_zh,category_name_en,subitem_zh,subitem_en,content_zh,content_en,review_status,source_id,source_locator_zh,source_locator_en,notes
hsk26-g1-041,1,1,41,句子成分,Sentence components,补语,Complement,数量补语1,Quantity complements 1,动词+动量补语,verb + verbal-measure complement,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17131,reference/HSK_SYLLABUS_EN.md:17133,
hsk26-g1-042,1,1,42,句子的类型,Sentence types,句型,Sentence patterns,单句,Simple sentences,主谓句1：动词谓语句,subject-predicate sentence 1: verb-predicate sentence,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17132,reference/HSK_SYLLABUS_EN.md:17134,
hsk26-g1-043,1,1,43,句子的类型,Sentence types,句型,Sentence patterns,单句,Simple sentences,主谓句2：形容词谓语句,subject-predicate sentence 2: adjective-predicate sentence,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17133,reference/HSK_SYLLABUS_EN.md:17135,
hsk26-g1-044,1,1,44,句子的类型,Sentence types,句型,Sentence patterns,单句,Simple sentences,主谓句3：名词谓语句,subject-predicate sentence 3: noun-predicate sentence,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17134,reference/HSK_SYLLABUS_EN.md:17136,
hsk26-g1-045,1,1,45,句子的类型,Sentence types,句型,Sentence patterns,单句,Simple sentences,非主谓句,non-subject-predicate sentences,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17135,reference/HSK_SYLLABUS_EN.md:17137,
hsk26-g1-046,1,1,46,句子的类型,Sentence types,句类,Sentence categories,陈述句,Declarative sentences,,,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17136,reference/HSK_SYLLABUS_EN.md:17138,
hsk26-g1-047,1,1,47,句子的类型,Sentence types,句类,Sentence categories,疑问句,Interrogative sentences,（1）是非问句,(1) yes-no questions,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17137,reference/HSK_SYLLABUS_EN.md:17139,
hsk26-g1-048,1,1,48,句子的类型,Sentence types,句类,Sentence categories,疑问句,Interrogative sentences,（2）特指问句,(2) specific questions,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17138,reference/HSK_SYLLABUS_EN.md:17140,
hsk26-g1-049,1,1,49,句子的类型,Sentence types,句类,Sentence categories,疑问句,Interrogative sentences,（3）正反问句,(3) affirmative-negative questions,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17139,reference/HSK_SYLLABUS_EN.md:17141,
hsk26-g1-050,1,1,50,句子的类型,Sentence types,句类,Sentence categories,祈使句,Imperative sentences,,,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17140,reference/HSK_SYLLABUS_EN.md:17142,
hsk26-g1-051,1,1,51,句子的类型,Sentence types,句类,Sentence categories,感叹句,Exclamatory sentences,,,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17141,reference/HSK_SYLLABUS_EN.md:17143,
hsk26-g1-052,1,1,52,句子的类型,Sentence types,特殊句型,Special sentence patterns,“是”字句1,“是” sentences 1,表示等同或类属,indicates equivalence or class membership,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17142,reference/HSK_SYLLABUS_EN.md:17144,
hsk26-g1-053,1,1,53,句子的类型,Sentence types,特殊句型,Special sentence patterns,“有”字句1,“有” sentences 1,表示领有,indicates possession,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17143,reference/HSK_SYLLABUS_EN.md:17145,
hsk26-g1-054,1,1,54,句子的类型,Sentence types,特殊句型,Special sentence patterns,存现句1,Existential-presentative sentences 1,（1）所处+是+名词,(1) location + 是 + noun,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17144,reference/HSK_SYLLABUS_EN.md:17146,
hsk26-g1-055,1,1,55,句子的类型,Sentence types,特殊句型,Special sentence patterns,存现句1,Existential-presentative sentences 1,（2）处所+有+数量短语+名词,(2) place + 有 + numeral-measure phrase + noun,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17145,reference/HSK_SYLLABUS_EN.md:17147,
hsk26-g1-056,1,1,56,句子的类型,Sentence types,特殊句型,Special sentence patterns,连动句1,Serial-verb sentences 1,（1）前后动作先后发生，后一动作是前一动作的目的,"(1) the actions occur successively, and the later action is the purpose of the earlier action",syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17146,reference/HSK_SYLLABUS_EN.md:17148,
hsk26-g1-057,1,1,57,句子的类型,Sentence types,特殊句型,Special sentence patterns,连动句1,Serial-verb sentences 1,（2）前一动作是后一动作的方式,(2) the earlier action is the manner of the later action,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17147,reference/HSK_SYLLABUS_EN.md:17149,
hsk26-g1-058,1,1,58,句子的类型,Sentence types,特殊句型,Special sentence patterns,双宾语句1,Double-object sentences 1,主语+动词+宾语1+宾语2,subject + verb + object 1 + object 2,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17148,reference/HSK_SYLLABUS_EN.md:17150,
hsk26-g1-059,1,1,59,句子的类型,Sentence types,复句,Complex sentences,不用关联词语的复句,Complex sentences without correlative words,,,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17149,reference/HSK_SYLLABUS_EN.md:17151,
hsk26-g1-060,1,1,60,句子的类型,Sentence types,复句,Complex sentences,并列复句,Coordinate complex sentences,……，也……,……，也……,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17150,reference/HSK_SYLLABUS_EN.md:17152,
hsk26-g1-061,1,1,61,句子的类型,Sentence types,复句,Complex sentences,并列复句,Coordinate complex sentences,……，还……,……，还……,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17151,reference/HSK_SYLLABUS_EN.md:17153,
hsk26-g1-062,1,1,62,动作的态,Aspects of actions,,,完成态,Completed aspect,用动态助词“了1”表示,expressed with the aspect particle “了1”,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17152,reference/HSK_SYLLABUS_EN.md:17154,
hsk26-g1-063,1,1,63,动作的态,Aspects of actions,,,变化态,Change-of-state aspect,用动态助词“了2”表示,expressed with the aspect particle “了2”,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17153,reference/HSK_SYLLABUS_EN.md:17155,
hsk26-g1-064,1,1,64,动作的态,Aspects of actions,,,进行态,Progressive aspect,（1）……在/正在+动词,(1) ……在/正在 + verb,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17154,reference/HSK_SYLLABUS_EN.md:17156,
hsk26-g1-065,1,1,65,动作的态,Aspects of actions,,,进行态,Progressive aspect,（2）……在/正在+动词……+呢,(2) ……在/正在 + verb …… + 呢,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17155,reference/HSK_SYLLABUS_EN.md:17157,
hsk26-g1-066,1,1,66,动作的态,Aspects of actions,,,进行态,Progressive aspect,（3）……呢,（3）……呢,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17156,reference/HSK_SYLLABUS_EN.md:17158,
hsk26-g1-067,1,1,67,特殊表达法,Special expressions,数的表达法,Number expressions,,,钱数表示法,money-amount expressions,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17157,reference/HSK_SYLLABUS_EN.md:17159,
hsk26-g1-068,1,1,68,特殊表达法,Special expressions,数的表达法,Number expressions,,,序数表达法1：第+数词,ordinal expressions 1: 第 + numeral,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17158,reference/HSK_SYLLABUS_EN.md:17160,
hsk26-g1-069,1,1,69,特殊表达法,Special expressions,时间表示法,Time expressions,,,（1）年、月、日、星期表示法,"(1) expressions for year, month, day, and week",syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17159,reference/HSK_SYLLABUS_EN.md:17161,
hsk26-g1-070,1,1,70,特殊表达法,Special expressions,时间表示法,Time expressions,,,（2）钟点表示法,(2) clock-time expressions,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17160,reference/HSK_SYLLABUS_EN.md:17162,
hsk26-g2-001,2,2,1,语素,Morphemes,后缀,Suffixes,,,面,面,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17166,reference/HSK_SYLLABUS_EN.md:17168,
hsk26-g2-002,2,2,2,词类,Word classes,名词,Nouns,方位名词,Location nouns,左、右,左、右,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17167,reference/HSK_SYLLABUS_EN.md:17169,
hsk26-g2-003,2,2,3,词类,Word classes,动词,Verbs,动词重叠,Verb reduplication,AA、A一A、A了A、ABAB,AA、A一A、A了A、ABAB,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17168,reference/HSK_SYLLABUS_EN.md:17170,
hsk26-g2-004,2,2,4,词类,Word classes,动词,Verbs,能愿动词,Modal verbs,可能,可能,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17169,reference/HSK_SYLLABUS_EN.md:17171,
hsk26-g2-005,2,2,5,词类,Word classes,动词,Verbs,离合词,Separable words,帮忙、游泳、跳舞、跑步,帮忙、游泳、跳舞、跑步,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17170,reference/HSK_SYLLABUS_EN.md:17172,
hsk26-g2-006,2,2,6,词类,Word classes,代词,Pronouns,疑问代词,Interrogative pronouns,为什么,为什么,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17171,reference/HSK_SYLLABUS_EN.md:17173,
hsk26-g2-007,2,2,7,词类,Word classes,代词,Pronouns,人称代词,Personal pronouns,自己,自己,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17172,reference/HSK_SYLLABUS_EN.md:17174,
hsk26-g2-008,2,2,8,词类,Word classes,代词,Pronouns,指示代词,Demonstrative pronouns,那么、那样、这么、这样、每,那么、那样、这么、这样、每,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17173,reference/HSK_SYLLABUS_EN.md:17175,
hsk26-g2-009,2,2,9,词类,Word classes,形容词,Adjectives,形容词重叠,Adjective reduplication,AA、AABB,AA、AABB,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17174,reference/HSK_SYLLABUS_EN.md:17176,
hsk26-g2-010,2,2,10,词类,Word classes,数词,Numerals,,,万、好多、多,万、好多、多,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17175,reference/HSK_SYLLABUS_EN.md:17177,
hsk26-g2-011,2,2,11,词类,Word classes,量词,Measure words,名量词,Nominal measure words,（1）专用名量词：条、位、间、名,（1）dedicated nominal measure words: 条、位、间、名,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17176,reference/HSK_SYLLABUS_EN.md:17178,
hsk26-g2-012,2,2,12,词类,Word classes,量词,Measure words,名量词,Nominal measure words,（2）借用名量词：包,（2）borrowed nominal measure words: 包,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17177,reference/HSK_SYLLABUS_EN.md:17179,
hsk26-g2-013,2,2,13,词类,Word classes,量词,Measure words,动量词,Verbal measure words,次,次,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17178,reference/HSK_SYLLABUS_EN.md:17180,
hsk26-g2-014,2,2,14,词类,Word classes,副词,Adverbs,程度副词,Degree adverbs,多、好、最,多、好、最,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17179,reference/HSK_SYLLABUS_EN.md:17181,
hsk26-g2-015,2,2,15,词类,Word classes,副词,Adverbs,范围副词,Scope adverbs,一起,一起,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17180,reference/HSK_SYLLABUS_EN.md:17182,
hsk26-g2-016,2,2,16,词类,Word classes,副词,Adverbs,时间副词,Time adverbs,还2、已经、有时（候）、快、快要、正,还2、已经、有时（候）、快、快要、正,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17181,reference/HSK_SYLLABUS_EN.md:17183,
hsk26-g2-017,2,2,17,词类,Word classes,副词,Adverbs,频率副词,Frequency adverbs,常、经常,常、经常,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17182,reference/HSK_SYLLABUS_EN.md:17184,
hsk26-g2-018,2,2,18,词类,Word classes,副词,Adverbs,否定副词,Negative adverbs,别,别,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17183,reference/HSK_SYLLABUS_EN.md:17185,
hsk26-g2-019,2,2,19,词类,Word classes,副词,Adverbs,关联副词,Correlative adverbs,再2、就1,再2、就1,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17184,reference/HSK_SYLLABUS_EN.md:17186,
hsk26-g2-020,2,2,20,词类,Word classes,副词,Adverbs,语气副词,Modal adverbs,都2、就2、还是1,都2、就2、还是1,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17185,reference/HSK_SYLLABUS_EN.md:17187,
hsk26-g2-021,2,2,21,词类,Word classes,介词,Prepositions,引出时间、处所,introducing time or place,从1,从1,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17186,reference/HSK_SYLLABUS_EN.md:17188,
hsk26-g2-022,2,2,22,词类,Word classes,介词,Prepositions,引出方向、路径,introducing direction or route,往,往,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17187,reference/HSK_SYLLABUS_EN.md:17189,
hsk26-g2-023,2,2,23,词类,Word classes,介词,Prepositions,引出方向、路径,introducing direction or route,从2,从2,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17188,reference/HSK_SYLLABUS_EN.md:17190,
hsk26-g2-024,2,2,24,词类,Word classes,介词,Prepositions,引出对象,introducing an object/target,给,给,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17189,reference/HSK_SYLLABUS_EN.md:17191,
hsk26-g2-025,2,2,25,词类,Word classes,介词,Prepositions,引出对象,introducing an object/target,比,比,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17190,reference/HSK_SYLLABUS_EN.md:17192,
hsk26-g2-026,2,2,26,词类,Word classes,介词,Prepositions,引出对象,introducing an object/target,跟1,跟1,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17191,reference/HSK_SYLLABUS_EN.md:17193,
hsk26-g2-027,2,2,27,词类,Word classes,介词,Prepositions,引出原因,introducing a reason,因为1,因为1,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17192,reference/HSK_SYLLABUS_EN.md:17194,
hsk26-g2-028,2,2,28,词类,Word classes,连词,Conjunctions,连接词或短语,connecting words or phrases,跟2,跟2,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17193,reference/HSK_SYLLABUS_EN.md:17195,
hsk26-g2-029,2,2,29,词类,Word classes,连词,Conjunctions,连接分句或者句子,connecting clauses or sentences,但、但是、那、虽然、还是2、因为2、所以,但、但是、那、虽然、还是2、因为2、所以,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17194,reference/HSK_SYLLABUS_EN.md:17196,
